N,p,y_max,y_mse,res_max,res_mse
1000,0.25,0.0162111183545,0.14586849486601924,0.0511404199525,1.7541463293076953
1000,0.25,0.0296140875107,0.09913198489820929,0.0662408125413,0.6336402268340027
1000,0.25,0.0136529265353,0.08061296014760622,0.0463718190221,1.4849337901653674
1000,0.25,0.0287793811016,0.3248610450412812,0.105183890318,5.7896178484689065
1000,0.25,0.0223511274344,0.1296160017727892,0.0503429509187,1.8209474109302386
1000,0.25,0.0157697252385,0.13575296482253088,0.0416104607464,1.4455230898801594
1000,0.25,0.0178719938855,0.07819467522821766,0.151230913555,2.131281247176281
1000,0.25,0.0196053914316,0.03870154808210464,0.0441133881678,0.29515943834091174
1000,0.25,0.0158257951814,0.04026496453921767,0.0524837288377,0.4663306451207823
1000,0.25,0.0219094203014,0.10147644757426057,0.133524496667,1.4054556398607945
1000,0.5,4.22649719944,14650.635988682207,0.681128010906,4.155938278893645
1000,0.5,0.0210761270885,0.03384121484677939,0.176702201931,1.4182323330727886
1000,0.5,0.00513345910019,0.02079363371392448,0.0418682151599,0.5645917689076381
1000,0.5,0.0083730135673,0.012119832574143905,0.0557162775512,0.23547569592795337
1000,0.5,4.22743894344,14068.203807746795,1.17396175359,15.33785173860659
1000,0.5,0.00398026411899,0.007452096494893189,0.0211103916808,0.14661737933155056
1000,0.5,0.0252806476839,0.10040515979057742,0.072050207575,1.140700466126692
1000,0.5,0.0183150015239,0.04139968566152631,0.153654071468,0.4698325908611137
1000,0.5,0.0243154882803,0.08786137721734058,0.0547821849579,0.7880117859503954
1000,0.5,0.0103291712169,0.012609986553300702,0.0868217624591,0.2537770187841244
1000,0.75,0.00731670687333,0.021407399877903903,0.0251671910987,0.24882825406417963
1000,0.75,0.0152968022601,0.07269509320375445,0.07639884344,0.5995045369976242
1000,0.75,0.0401701657555,0.20884887216588632,0.090344257146,1.4783140994261206
1000,0.75,0.0137549684543,0.023754019219829888,0.0312227331078,0.3025931326741013
1000,0.75,0.0165273322297,0.07254969876847263,0.0391766257871,0.9284695148568858
1000,0.75,0.0128149503635,0.09211412914735957,0.0516879978513,1.8775834959130244
1000,0.75,0.00665187597245,0.027274112108974465,0.0487036596729,0.5986896194347295
1000,0.75,0.00653359403738,0.0181502577450929,0.0454457805684,0.3070166562592333
1000,0.75,0.00887195686146,0.02370041443018651,0.0745990160416,0.27233344996586434
1000,0.75,0.0180737598372,0.03361112144202677,0.0407961773115,0.6139289368491719
1000,1.0,4.35918728927,14956.344775531672,1.27386168289,116.40906375464782
1000,1.0,0.170600809369,30.8685421077556,0.749388004698,633.7105113496407
1000,1.0,0.070794524282,2.057223556891397,0.528064450316,46.356447916612396
1000,1.0,4.42798058609,14939.653102353861,1.90319554078,477.2100151082592
1000,1.0,0.302650113596,84.26656422272481,1.27998534067,1612.3874058255976
1000,1.0,0.0663665972118,2.136898138524502,0.550405852425,56.25348253380932
1000,1.0,4.24313132385,12259.41223428459,2.13381600312,844.2091667091875
1000,1.0,4.33112089256,14913.415883908305,1.02254207748,185.85822253255392
1000,1.0,0.151227668335,19.11757787035358,0.782767663732,314.6962614463671
1000,1.0,4.25502864937,12221.635261520736,2.13296721974,958.5008247255871
1200,0.0,0.0211202826362,0.11963178091206968,0.0473719743379,1.3683096278965892
1200,0.0,0.0981762896637,2.6266263385114583,0.208721831586,20.66898551199165
1200,0.0,0.0578162972146,1.9454814930465947,0.212309966241,26.872823557600608
1200,0.0,0.0287425603145,0.26865577003446034,0.0739309046937,3.9656068769859845
1200,0.0,0.0469128217559,0.2871104665907035,0.102896639715,2.6548904999792518
1200,0.0,0.0432074937959,0.37708290858254484,0.102543802574,3.7395573386014083
1200,0.0,4.22765245666,14680.117517353296,0.660877534419,3.1160339958491337
1200,0.0,0.0668153802251,0.4625236874891704,0.145683344756,3.3802155907245934
1200,0.0,0.0445811713159,0.64516221958051,0.10019910889,6.629378695620042
1200,0.0,0.05822149826,0.4388939037949196,0.204478162171,4.2363983687316065
1200,0.25,0.0219942351657,0.05893898755893869,0.0496473374062,0.8202658297532035
1200,0.25,0.015822813217,0.062489016414610826,0.0523639646388,1.4584562312239304
1200,0.25,0.0293327051004,0.34237564033240975,0.092193537606,3.815801298306659
1200,0.25,0.0505295245481,0.20825519834471087,0.11084744694,1.7103198554571382
1200,0.25,0.0134851179485,0.017709038542826516,0.113263929745,0.513118700226378
1200,0.25,0.0216255308484,0.05815543049388854,0.048527404686,0.6359755892166032
1200,0.25,4.22851909881,14671.954081598615,0.678311698929,4.392663571048878
1200,0.25,0.0206087164171,0.054298860518020936,0.0464762509252,0.9401737103961172
1200,0.25,0.0101423019465,0.057586102518062295,0.0380181934806,0.8309597222960614
1200,0.25,0.0211850674247,0.04121719857091561,0.0512262440227,0.41873092723647454
1200,0.5,0.0421678464555,0.451655376025537,0.106328655674,3.428974157424384
1200,0.5,0.0196645087074,0.2215587335593739,0.0554082567582,2.364684938590539
1200,0.5,0.00613649269299,0.0037897488312823363,0.0517823209698,0.10084531230506504
1200,0.5,0.047346914234,0.364530402124397,0.201098217487,3.5713416691387927
1200,0.5,0.00996289838747,0.009169965737443254,0.0837503552992,0.21117142099314623
1200,0.5,0.0119832289872,0.059830962930756605,0.0341006274849,0.7052568368407909
1200,0.5,0.0137080176306,0.06888238027947263,0.0610539725438,0.9723375187666383
1200,0.5,0.00763336702749,0.05728942880180708,0.0573835879413,2.0276912185086564
1200,0.5,0.0202243690008,0.15442245340660132,0.0812653383879,3.454549023903666
1200,0.5,0.0300783357982,0.07773746728342742,0.251635156518,1.3227478056563466
1200,0.75,0.0119105397602,0.0338673484616524,0.100076269984,0.5102672794036678
1200,0.75,4.22855831867,14536.828238761023,0.787935760669,6.232156539889898
1200,0.75,0.00579695213778,0.033737874619443234,0.0298640614454,0.6804059237135544
1200,0.75,0.0111654513318,0.03538171842739015,0.0529307955739,0.4749522129685394
1200,0.75,0.0134925656754,0.02113152952206636,0.0462203167424,0.20471617746419468
1200,0.75,4.22616316562,14609.082018892484,0.714279540811,8.371660112767238
1200,0.75,0.0115040979747,0.006161165206103528,0.0966705665712,0.15815889893355897
1200,0.75,0.0102806788114,0.03607038644721494,0.0697406354074,0.6476786981429679
1200,0.75,0.0112795513531,0.06141207055828703,0.0494789703776,0.7711561315705244
1200,0.75,0.0113154023451,0.0511883121446586,0.0328474034039,0.6995325765164608
1200,1.0,0.146698781067,5.9867612097581775,0.326878209719,50.53622793954389
1200,1.0,0.0949062383211,9.726027775306761,0.388485541028,181.26725695092864
1200,1.0,0.166461211537,17.462278744539322,1.00754551966,259.5898356477639
1200,1.0,0.0802163578684,5.651602064433749,0.283759084983,89.0478168669649
1200,1.0,4.39995185951,15541.535695375045,1.64449838561,571.4088952553543
1200,1.0,4.30317799667,14087.27962401861,0.795920323314,231.31986435316648
1200,1.0,0.284743932856,81.33980604120292,1.22421621203,1637.1241901197336
1200,1.0,0.11054787947,2.7701267390498674,0.573580006519,34.68169477982855
1200,1.0,0.0535582357709,1.850731804543726,0.422042221756,26.246372195741447
1200,1.0,0.124785205589,12.11521405880001,0.903143449075,162.01363847931233
1400,0.0,0.0152432549678,0.0941153108863613,0.0636290988514,1.8677983968096454
1400,0.0,0.0297618572229,0.2572369137705168,0.125543563928,3.2811685450961003
1400,0.0,0.0156885810107,0.11189216883013955,0.0626730512387,1.9118712172847556
1400,0.0,0.0850272299146,1.544064609554963,0.180165122784,10.975956521285994
1400,0.0,0.0263886572217,0.2114722131328712,0.0777989599102,3.4236781323515615
1400,0.0,0.00338159905101,0.007964874254614408,0.0175742679414,0.19193285317583153
1400,0.0,0.0116304914826,0.06862738505269493,0.0442689393821,1.1401959504267851
1400,0.0,0.0427459653478,0.22482952663040434,0.0940287200642,1.5983696059893622
1400,0.0,0.0393376878984,0.4474016161501765,0.0869598749644,4.227237372867522
1400,0.0,0.0292267437452,0.4505116058084592,0.0952943395326,5.9589049837210135
1400,0.25,0.0138962474926,0.0848345787933559,0.05231604688,1.2942753440362158
1400,0.25,0.0219555368501,0.25369309817908925,0.0746444746101,3.623082606525945
1400,0.25,4.22932619144,14596.61539720914,0.726848401407,15.06327855638631
1400,0.25,0.00928981261313,0.016734898293789692,0.0315611343784,0.3506300840764818
1400,0.25,4.22796776523,14600.899629934212,0.752507704301,22.12015935030005
1400,0.25,0.00908614409918,0.014270864417921351,0.0299597623763,0.2775208608777314
1400,0.25,0.0270268411188,0.21605633175884922,0.0822972168496,2.8342931174283925
1400,0.25,0.0514611604851,1.1279090002377243,0.177361171602,13.536696544096886
1400,0.25,0.0162466735935,0.056414291871403024,0.0599653566683,1.1175717513760088
1400,0.25,0.0111928998371,0.02515251975412081,0.0940624884097,0.37873557707140504
1400,0.5,0.0151566381937,0.09873146649062303,0.0391824566043,1.616966989562762
1400,0.5,0.0380377680366,0.39106826767308167,0.0853059355455,4.024006483925001
1400,0.5,0.0383904840237,0.10622649540356571,0.0851735742836,0.8347855114750669
1400,0.5,0.0181574122209,0.05277802347073157,0.0910153739474,0.7673039278785875
1400,0.5,0.0141230736488,0.02722894469388048,0.0778890489208,0.41720851963804617
1400,0.5,0.0115488572985,0.08322760404818326,0.0337079579141,0.9555318783087987
1400,0.5,0.0127835394239,0.030447517216200995,0.0386322992021,0.7682338078434248
1400,0.5,0.0457134894483,0.1635483745871036,0.101578753671,1.2420660044617935
1400,0.5,0.0178460301256,0.036157594727998885,0.0401848129365,0.36829251771673616
1400,0.5,0.018545819809,0.22874080950339684,0.0793770159285,2.612251253819508
1400,0.75,0.0230729695436,0.20833635994728789,0.0619368939481,1.6409552441575979
1400,0.75,4.22641851192,14593.893860599335,0.741390406591,11.039019586125413
1400,0.75,0.0129497172689,0.0521288317217633,0.0406380087819,0.5805552887391369
1400,0.75,0.0221256010953,0.23318416883601567,0.124103337733,3.3462853347723467
1400,0.75,0.00316126724438,0.0014582955578844943,0.0266572992019,0.022326305562984216
1400,0.75,0.0140234671001,0.016462597978737312,0.117770522,0.8819724502140042
1400,0.75,0.0154812765775,0.0774296017472114,0.0437295982648,0.7242716251280372
1400,0.75,0.0173903838103,0.048314181821179,0.0397331032537,0.6693141913426514
1400,0.75,4.23110486751,14651.343841562964,0.693635564379,5.204983466870685
1400,0.75,0.00799767593189,0.01315002824980654,0.0672616913863,0.2413666195360038
1400,1.0,0.0554647333446,2.5956384272731388,0.309733020906,57.314336118816115
1400,1.0,0.379436697261,112.120536352347,1.41513598038,1984.5141053528714
1400,1.0,4.29616896728,13501.888895040218,1.64329380657,218.05328903875932
1400,1.0,0.139271905355,16.422697204786104,0.52249276156,259.04803781254566
1400,1.0,0.0655719480877,0.42441751512008474,0.543919709409,7.6903062923432834
1400,1.0,0.419172314896,149.8521231488306,1.61419423873,2894.600843693343
1400,1.0,0.0678800783519,0.5502923314488612,0.562752311906,8.153874657079474
1400,1.0,0.298880913882,93.62957591342492,1.28395241042,1944.571469676348
1400,1.0,0.0988272495051,8.287524175848931,0.388208745185,150.04058964607117
1400,1.0,0.0264224348378,0.5267289053807379,0.160624864063,10.824457796277322
