"jetPump.mixFlow.c","jetPump.pressureLoss.dp_ges_tot","jetPump.mixingChamber.c_p2","jetPump.mixingChamber.c_p1","jetPump.motiveFlow.v","jetPump.p_0_mot","jetPump.mflow_suc","jetPump.motiveFlow.T","jetPump.mixingChamber.p_3","jetPump.suctionFlow.T"
738.2508861128445,13800,2507.435,14434,1523.814706571929,499952.5582302534,0.006580054951529563,-15.61341089616923,188241.0773420896,62.39784235147937
